verse_reference,chapter_number,text,layout_text,pdf_page,printed_page,bbox,label_present_in_later_edition_csv
4:64,4,"See Deuteronomy 18:18-19, John 5-24, 8:42, and 13:49.","See Deuteronomy 18:18-19, John 5-24, 8:42, and 13:49.",70,58,"[69.0, 2058.494, 1279.993, 2146.13]",False
4:69,4,"Those who idolize the messengers refuse to believe this Quranic statement. They cannot believe that any human being possesses the God-given capability to be equal to, or even better than, any of Gocf s messengers and prophets. They have to be freed from slavery to their idols, and from Satan's influence, before submitting and believing the word of God. By simply obeying God, and upholding His message, anyone of us will be with the prophets, the saints, the martyrs, and the righteous. See 18:65-78.","Those who idolize the messengers refuse to believe this Quranic
statement. They cannot believe that any human being possesses the God-given
capability to be equal to, or even better than, any of Gocf s messengers and
prophets. They have to be freed from slavery to their idols, and from Satan's
influence, before submitting and believing the word of God. By simply obeying
God, and upholding His message, anyone of us will be with the prophets, the
saints, the martyrs, and the righteous. See 18:65-78.",70,58,"[69.0, 2137.448, 1563.011, 2536.639]",False
4:103,4,"The five times of salat prayers per day, as well as the specific method of carrying out salat were revealed to Abraham, then transmitted to us generation after generation (2:128, 3:67-68, 16:123, 21:73, and 22:78). The Quran instructs us to uphold such revelations (2:4), and ordered us to observe salat in one of the first revelations. (73:20).","The five times of salat prayers per day, as well as the specific method
of carrying out salat were revealed to Abraham, then transmitted to us
generation after generation (2:128, 3:67-68, 16:123, 21:73, and 22:78). The
Quran instructs us to uphold such revelations (2:4), and ordered us to observe
salat in one of the first revelations. (73:20).",74,62,"[74.0, 2270.448, 1565.001, 2563.639]",True
4:115,4,"When you tell the average Christian that Jesus is not God, nor son of ' God, he will accuse you of opposing Jesus. Similarly, when you tell the average Muslim that Muhammad preached the Quran, the whole Quran, and nothing but the Quran, and that following the inventions of “Hadith” and “Sunna” is an act of opposing the prophet, he will accuse you of opposing Muhammad. Thus, the Muslims appear to have fallen in the same satanic trap.as the Christians; they idolize Muhammad against his will.","When you tell the average Christian that Jesus is not God, nor son of
' God, he will accuse you of opposing Jesus. Similarly, when you tell the average
Muslim that Muhammad preached the Quran, the whole Quran, and nothing
but the Quran, and that following the inventions of “Hadith” and “Sunna” is
an act of opposing the prophet, he will accuse you of opposing Muhammad.
Thus, the Muslims appear to have fallen in the same satanic trap.as the
Christians; they idolize Muhammad against his will.",75,63,"[138.0, 2156.448, 1654.002, 2553.939]",False
4:150-151,4,"A common practice among the Muslims is the description of Muhammad as “the most honorable messenger” or “the imam of the messengers,” in defiance of God's commandments.","A common practice among the Muslims is the description of
Muhammad as “the most honorable messenger” or “the imam of the
messengers,” in defiance of God's commandments.",78,66,"[82.0, 2374.191, 1573.0, 2556.199]",False
4:153-161,4,"The reader will note that the children of Israel are frequently mentioned throughout the Quran. Obviously, God wants to alert us against the pitfalls that Israel fell in. The parallel between the Muslims and Jews is noteworthy. Although God gave the Jews His scripture, the Torah, the Jews eventually invented the Mishnah (oral) and the Gemarah (traditions), and used them as sources of jurisprudence. Similarly, the Muslims abandoned God's message to them, the Quran, and invented the “Hadith” (oral) and “Sunna” (traditions), and used them as sources of jurisprudence (See 6:112- 116 and 25:30-31).","The reader will note that the children of Israel are frequently
mentioned throughout the Quran. Obviously, God wants to alert us against the
pitfalls that Israel fell in. The parallel between the Muslims and Jews is
noteworthy. Although God gave the Jews His scripture, the Torah, the Jews
eventually invented the Mishnah (oral) and the Gemarah (traditions), and
used them as sources of jurisprudence. Similarly, the Muslims abandoned
God's message to them, the Quran, and invented the “Hadith” (oral) and
“Sunna” (traditions), and used them as sources of jurisprudence (See 6:112-
116 and 25:30-31).",79,67,"[152.0, 2050.596, 1649.258, 2552.959]",False
4:171,4,See the Bible's Book of Revelation 1:1.,See the Bible's Book of Revelation 1:1.,80,68,"[94.0, 2457.191, 1010.997, 2543.909]",False
5:3,5,"The Quran consistently and repeatedly lists these four kinds of meats as the only prohibitions (see2:173,6:145,16:115-116, and Appendix 13). It should be noted that if God wants to prohibit ""meat, ” He clearly prohibits “meat, ” and when He wants to prohibit “fat, ""He clearly prohibits “fat"" (see 2:173,5:3,6:145, 16:115, and also 6:146). God is extremely displeased with those who make up prohibitions not specifically mentioned in Quran (see 3:93-94, 5:87, 6:143-146, 10:59-60, 16:116, 7:32, and Appendix 13).","The Quran consistently and repeatedly lists these four kinds of meats as
the only prohibitions (see2:173,6:145,16:115-116, and Appendix 13). It should
be noted that if God wants to prohibit ""meat, ” He clearly prohibits “meat, ” and
when He wants to prohibit “fat, ""He clearly prohibits “fat"" (see 2:173,5:3,6:145,
16:115, and also 6:146). God is extremely displeased with those who make up
prohibitions not specifically mentioned in Quran (see 3:93-94, 5:87, 6:143-146,
10:59-60, 16:116, 7:32, and Appendix 13).",82,70,"[79.0, 2125.779, 1571.99, 2523.639]",True
5:13-14,5,"Obviously, our creator is showing us how the Jews violated their covenant, and the Christians violated their covenant, in order to warn us against falling in the same trap. However, the Muslims, being humans with the same weaknesses as the Jews and the Christians, have fallen in the same trap. They broke their covenant with God, by abandoning their scripture, the Quran, and adopting the Satanic inventions known as “Hadith” and ""Sunna” in flagrant defiance of God and His messenger (see 6:19, 38, 112-116, 15:91, 20:114, 24:1-2, 25:30, 75:19, and Appendix 11, 15, & 16).","Obviously, our creator is showing us how the Jews violated their
covenant, and the Christians violated their covenant, in order to warn us
against falling in the same trap. However, the Muslims, being humans with the
same weaknesses as the Jews and the Christians, have fallen in the same trap.
They broke their covenant with God, by abandoning their scripture, the
Quran, and adopting the Satanic inventions known as “Hadith” and ""Sunna”
in flagrant defiance of God and His messenger (see 6:19, 38, 112-116, 15:91,
20:114, 24:1-2, 25:30, 75:19, and Appendix 11, 15, & 16).",84,72,"[74.0, 1762.123, 1569.751, 2212.639]",False
5:15,5,"See Appendix 19, and the inside front cover of this book.","See Appendix 19, and the inside front cover of this book.",84,72,"[75.0, 2191.191, 1338.005, 2277.909]",False
5:17,5,"Those who idolize Jesus, and claim to love him, are in fact his enemies. They are obviously prevented by God from understanding and following their own Bible, for Jesus clearly exhorted them to worship the one God, the Lord of Jesus and all the people (see Mark 10:17-18, 12:39-30, Luke 4:18, John 4:33, 5:24, and 8:40-41).","Those who idolize Jesus, and claim to love him, are in fact his enemies.
They are obviously prevented by God from understanding and following their
own Bible, for Jesus clearly exhorted them to worship the one God, the Lord of
Jesus and all the people (see Mark 10:17-18, 12:39-30, Luke 4:18, John 4:33,
5:24, and 8:40-41).",84,72,"[76.0, 2253.448, 1574.001, 2546.939]",False
5:20-26,5,See footnote 4:153 and Appendix 11.,See footnote 4:153 and Appendix 11.,85,73,"[162.0, 2484.191, 1085.0, 2570.909]",False
5:38,5,"This is the Quranic law abused most frequently by the enemies of God. They ignore the fact that God created us, and knows best how our minds work, and what is best for all of us. Real life experiences confirm that God’s law is far superior to the man-made laws. For example, the people of U.S.A. were shocked by the thief who entered a house, stole the valuables, then gouged the eyes of the baby sitter to prevent her from serving as witness against him. In this incident, the innocent lost her eyes. The incident took place in St. Louis, Missouri, and the famous victim’s name was Wilma. We have to ask ourselves, “Is it justice to have the innocent lose his eyes, or the thief be deterred in the first place by fear of losing his hand?” On the other hand, in the countries where God’s law is applied, the crime of theft is virtually non-existent, and thus, no one loses his properties through theft, nor his hand. Additionally, the Quranic law defines the thief as one who is not driven by hunger or the survival instinct to steal. According to thus definition, thousands of prisoners should be set free, and the officials responsible for their poverty should be tried.","This is the Quranic law abused most frequently by the enemies of God.
They ignore the fact that God created us, and knows best how our minds work,
and what is best for all of us. Real life experiences confirm that God’s law is far
superior to the man-made laws. For example, the people of U.S.A. were
shocked by the thief who entered a house, stole the valuables, then gouged the
eyes of the baby sitter to prevent her from serving as witness against him. In this
incident, the innocent lost her eyes. The incident took place in St. Louis,
Missouri, and the famous victim’s name was Wilma. We have to ask ourselves,
“Is it justice to have the innocent lose his eyes, or the thief be deterred in the first
place by fear of losing his hand?” On the other hand, in the countries where
God’s law is applied, the crime of theft is virtually non-existent, and thus, no
one loses his properties through theft, nor his hand. Additionally, the Quranic
law defines the thief as one who is not driven by hunger or the survival instinct
to steal. According to thus definition, thousands of prisoners should be set free,
and the officials responsible for their poverty should be tried.",87,75,"[162.0, 1752.448, 1671.002, 2575.939]",True
