Book	Chapter	Verse	ID	SupportReference	OrigQuote	Occurrence	GLQuote	OccurrenceNote	VerseId
MAT	3	17	m2wk	figs-personification	φωνὴ ἐκ τῶν οὐρανῶν λέγουσα	1	a voice from the heavens saying	Mark speaks figuratively of this voice as if it were a living thing that could come from heaven to earth. The voice is God’s voice. Alternate translation: “God spoke from heaven and said” (See: rc://en/ta/man/translate/figs-personification)	MAT 3:17
MAT	4	1	aq3s	figs-activepassive	ὁ Ἰησοῦς ἀνήχθη…ὑπὸ τοῦ Πνεύματος	1	Jesus was led up by the Spirit	If your language does not use the passive form, you can state this in active form or in another way that is natural in your language. Alternate translation: “the Spirit led Jesus” (See: [[rc://en/ta/man/translate/figs-activepassive]])	MAT 4:1
MAT	4	1	wy4b	figs-activepassive	πειρασθῆναι ὑπὸ τοῦ διαβόλου	1	to be tempted by the devil	If your language does not use the passive form, you can state this in active form or in another way that is natural in your language. Alternate translation: “so the devil could tempt Jesus” (See: [[rc://en/ta/man/translate/figs-activepassive]])	MAT 4:1
MAT	4	2	cuu1	figs-merism	ἡμέρας τεσσεράκοντα καὶ νύκτας τεσσεράκοντα	1		Matthew uses **40 days and 40 nights** to express that Jesus fasted for 40 entire days without stoping. If your readers would misunderstand this, you could use an equivalent expression or plain language. Alternate translation: “for 40 whole days” (See: [[rc://en/ta/man/translate/figs-merism]])	MAT 4:2
MAT	4	4	fd67	figs-activepassive	γέγραπται	1	It is written	If your language does not use the passive form, you can state this in active form or in another way that is natural in your language. Alternate translation: “Moses wrote this in the scriptures long ago” (See: [[rc://en/ta/man/translate/figs-activepassive]])	MAT 4:4
MAT	4	4	d010	figs-genericnoun	ὁ ἄνθρωπος	1		This verse is not speaking about a specific person, but about people in general. If this would be misunderstood in your language, use a more natural phrase. Alternate translation: “A person” (See: [[rc://en/ta/man/translate/figs-genericnoun]])	MAT 4:4
MAT	4	4	jl6f	figs-metaphor	παντὶ ῥήματι ἐκπορευομένῳ διὰ στόματος Θεοῦ	1	but by every word that comes through the mouth of God	**coming from the mouth of God** is figurative meaning everything which God has spoken. God does not actually have a mouth for words to come from. If your readers would not understand what it means, you could use an equivalent metaphor from your culture. Alternatively, you could express the meaning in a nonfigurative way. Alternative translation: “every word which God has spoken” (See: [[rc://en/ta/man/translate/figs-metaphor]])	MAT 4:4
MAT	4	6	dnrp	figs-explicit	βάλε σεαυτὸν κάτω	1		When Satan tells Jesus to **throw yourself down**, he means from on top of the temple. If it would be helpful to your readers, you could express that explicitly. Alternate translation: “throw yourself down from on top of the high point of the temple” (See: [[rc://en/ta/man/translate/figs-explicit]])	MAT 4:6
MAT	4	6	x6zc	figs-activepassive	γέγραπται γὰρ	1		If your language does not use the passive form in this way, you can state this in active form or in another way that is natural in your language. Alternate translation: “For God has written in his word” (See: [[rc://en/ta/man/translate/figs-activepassive]])	MAT 4:6
MAT	4	6	f1mm	figs-explicit	ἐπὶ χειρῶν ἀροῦσίν σε	1	They will lift you up	This verse is saying that God’s angels would catch Jesus if he were to **throw himself down**. If it would be helpful to your readers, you could express that explicitly. Alternate translation: “The angels would catch you if you fell” (See: [[rc://en/ta/man/translate/figs-explicit]])	MAT 4:6
MAT	4	7	fn07	figs-activepassive	πάλιν γέγραπται	1	Again it is written	If your language does not use the passive form, you can state this in active form or in another way that is natural in your language. Alternate translation: “Again, I will tell you what Moses wrote in the scriptures” (See: [[rc://en/ta/man/translate/figs-activepassive]])	MAT 4:7
MAT	4	7	c7t5	figs-genericnoun	οὐκ ἐκπειράσεις	1	You will not test	Here, **You** refers to people in general, and not to a specific person. If this would be misunderstood in your language, use a more natural phrase. Alternate translation: “No one shall” (See: [[rc://en/ta/man/translate/figs-genericnoun]])	MAT 4:7
MAT	4	8	d12q	figs-explicit	καὶ τὴν δόξαν αὐτῶν	1	Again, the devil	**their glory** is referring to the riches that these nations have. If it would be helpful to your readers, you could express that explicitly. Alternate translation: “and the riches which they possessed” (See: [[rc://en/ta/man/translate/figs-explicit]])	MAT 4:8
MAT	4	10	k49q	figs-activepassive	γέγραπται γάρ	1	For it is written	If your language does not use the passive form, you can state this in active form or in another way that is natural in your language. Alternate translation: “For Moses also wrote in the scriptures” (See: [[rc://en/ta/man/translate/figs-activepassive]])	MAT 4:10
MAT	4	10	rig8	figs-genericnoun	προσκυνήσεις…λατρεύσεις	1	You will worship … you will serve	Here, **You** refers to people in general and not to a specific person. If this would be misunderstood in your language, use a more natural phrase. Alternate translation: “Each person shall” (See: [[rc://en/ta/man/translate/figs-genericnoun]])	MAT 4:10
MAT	4	12	d1vi	figs-activepassive	Ἰωάννης παρεδόθη	1	John had been arrested	If your language does not use the passive form, you can state this in active form. Alternate translation: “the king had arrested John” (See: [[rc://en/ta/man/translate/figs-activepassive]])	MAT 4:12
MAT	4	13	hpm4	figs-explicit	ἐν ὁρίοις Ζαβουλὼν καὶ Νεφθαλείμ	1	in the territories of Zebulun and Naphtali	**Zebulun** and **Naphtali** are the names of the tribes that lived in these territories many years earlier before foreigners took control of the land of Israel. (See: [[rc://en/ta/man/translate/figs-explicit]])	MAT 4:13
MAT	4	14	tj7c	figs-activepassive	τὸ ῥηθὲν	1	what was spoken	If your language does not use the passive form, you can state this in active form or in another way that is natural in your language. Alternate translation: “what God said” (See: [[rc://en/ta/man/translate/figs-activepassive]])	MAT 4:14
MAT	4	15	egx6	figs-synecdoche	γῆ Ζαβουλὼν καὶ γῆ Νεφθαλείμ…Γαλιλαία τῶν ἐθνῶν	1	The land of Zebulun and the land of Naphtali … Galilee of the Gentiles!	Jesus refers figuratively to these places, when he is really referring to the people who live in them. If our readers would misunderstand this, you could use an equivalent expression from your culture or plain language. Alternate translation: “You who live in Zebulun and Naphtali” (See: [[rc://en/ta/man/translate/figs-synecdoche]])	MAT 4:15
MAT	4	16	fsl6	figs-explicit	ὁ λαὸς ὁ καθήμενος ἐν σκοτίᾳ	1		**the people** being referred to here are the Jews. If it would be helpful to your readers, you could express that explicitly. Alternate translation: “The Jews, who are sitting in darkness” (See: [[rc://en/ta/man/translate/figs-explicit]])	MAT 4:16
MAT	4	16	h2xr	figs-metaphor	ὁ λαὸς ὁ καθήμενος ἐν σκοτίᾳ φῶς εἶδεν μέγα…ἐν χώρᾳ καὶ σκιᾷ θανάτου, φῶς	1	The people who are sitting in darkness have seen a great light	Here, **darkness** and **region and shadow of death** are metaphors for not knowing the truth about God. And **light** is a metaphor for God’s true message that saves people from their sin. If your readers would not understand what it means, you could use an equivalent metaphor from your culture. Alternatively, you could express the meaning in a nonfigurative way. Alternative translation: “The people sitting in sin have heard the message that God saves” (See: [[rc://en/ta/man/translate/figs-metaphor]])	MAT 4:16
MAT	4	16	j6gz	figs-metaphor	ὁ καθήμενος…τοῖς καθημένοις	1		**sitting** is a metaphor for living. If your readers would not understand what it means, you could use an equivalent metaphor from your culture. Alternatively, you could express the meaning in a nonfigurative way. Alternative translation: “who are living…to those living” (See: [[rc://en/ta/man/translate/figs-metaphor]])	MAT 4:16
MAT	4	16	nn1r	figs-parallelism	τοῖς καθημένοις ἐν χώρᾳ καὶ σκιᾷ θανάτου, φῶς ἀνέτειλεν αὐτοῖς	1	to those who are sitting in the region and shadow of death, upon them has a light arisen	**and to those sitting in the region and shadow of death, upon them has a light arisen** has the same meaning as the first part of the sentence. If saying the same thing twice might be confusing for your readers, you can combine the phrases into one. Alternate translation: “Those who are sitting in darkness have seen a great light” (See: [[rc://en/ta/man/translate/figs-parallelism]])	MAT 4:16
MAT	4	17	dku3	figs-metonymy	ἤγγικεν…ἡ Βασιλεία τῶν Οὐρανῶν	1	the kingdom of the heavens has come near	See how you translated this in [3:2](../03/02.md) (See: [[rc://en/ta/man/translate/figs-metonymy]])	MAT 4:17
MAT	4	18	yfh5	figs-explicit	βάλλοντας ἀμφίβληστρον εἰς τὴν θάλασσαν	1	casting a net into the sea	They were **casting a net** in order to catch fish. If it would be helpful to your readers, you could express that explicitly. Alternate translation: “throwing a net into the water to catch fish” (See: [[rc://en/ta/man/translate/figs-explicit]])	MAT 4:18
MAT	4	19	y3zg	figs-idiom	δεῦτε ὀπίσω μου	1	Come after me	**Come after me** is an idiom meaning to follow someone and be their student. If your readers would not understand this, you could use an equivalent idiom or use plain language. Alternate translation: “Follow me” (See: [[rc://en/ta/man/translate/figs-idiom]])	MAT 4:19
