marker,verse_reference,chapter_number,text,layout_text,pdf_page,printed_page,bbox,bbox_normalized,later_edition_candidates_same_label,exact_match_to_later_edition
*,3:51,3,"This is precisely what Jesus is quoted to say throughout the New Testament. See for example the Gospel of John 20:17, and the book “Doctrine Development in Christianity” by Lisa Spray, Ch. 3 (Renaissance Productions, Tucson, Arizona 1989).","This is precisely what Jesus is quoted to say throughout the New Testament. See
for example the Gospel of John 20:17, and the book “Doctrine Development in
Christianity” by Lisa Spray, Ch. 3 (Renaissance Productions, Tucson, Arizona 1989).",75,56,"[40.45, 617.748, 476.47, 657.947]","[0.078104, 0.864346, 0.920004, 0.920592]","This is precisely what Jesus is quoted to say throughout the New Testament. See for example the Gospel of John 20:17, and the book ""Jesus: Myths and Message"" by Lisa Spray, Ch. 4 (Universal Unity, Fremont, California, 1992).",False
*,3:54-55,3,"We learn that Jesus’ soul, the real person, was raised; i.e., Jesus’ life on earth was terminated, and his enemies crucified his body, an empty shell (See Appendix 22).","We learn that Jesus’ soul, the real person, was raised; i.e., Jesus’ life on earth
was terminated, and his enemies crucified his body, an empty shell (See Appendix 22).",76,57,"[40.7, 601.648, 480.472, 628.472]","[0.078587, 0.841819, 0.927731, 0.879351]","We learn that Jesus' soul, the real person, was raised, i.e., Jesus' life on earth was terminated, prior to the arrest, torture, and crucifixion of his empty, soulless, but physiologically living body (See the details in Appendix 22).",False
*,3:59,3,The similarity between the creation of Jesus and Adam is confirmed mathematically; both men are mentioned in the Quran the same number of times (25 times each).,"The similarity between the creation of Jesus and Adam is confirmed mathemati
cally; both men are mentioned in the Quran the same number of times (25 times each).",76,57,"[40.7, 628.472, 480.472, 655.296]","[0.078587, 0.879351, 0.927731, 0.916883]","The ""equality"" of the creation of Jesus and Adam is confirmed mathematically; Jesus and Adam are mentioned in the Quran the same number of times; 25 times each.",False
*,3:75,3,"Prior to the discovery of the Quran’s mathematical code, some scholars falsely claimed that Muhammad was an illiterate man who could not write such a great book They distorted the meaning of the word ((Ummy,” claiming that it meant “illiterate.’ This verse proves that “Ummiyyeen” means “gentiles” (Appendix 28).","Prior to the discovery of the Quran’s mathematical code, some scholars falsely
claimed that Muhammad was an illiterate man who could not write such a great book
They distorted the meaning of the word ((Ummy,” claiming that it meant “illiterate.’
This verse proves that “Ummiyyeen” means “gentiles” (Appendix 28).",78,59,"[40.7, 603.798, 479.846, 656.498]","[0.078587, 0.844827, 0.926522, 0.918564]","Prior to the discovery of the Quran's mathematical code, some scholars falsely claimed that Muhammad was an illiterate man who could not write such a great book. They distorted the meaning of the word ""Ummy,"" claiming that it meant ""illiterate."" This verse proves that ""Ummiyyeen"" means ""gentiles"" (See also 62:2 & Appendix 28).",False
*,3:81,3,"God’s Messenger of the Covenant, as prophesied in the Bible’s Malachi 3:1-21 and the Quran’s 3:81, is to purify and unify God’s messages which were delivered by God’s prophets. Judaism, Christianity, and Islam have been corrupted beyond recogni tion, and it is the will of Almighty God to restore them and unify them under the banner of worshiping Him alone. Overwhelming evidence has been provided by God in support of His Messenger of the Covenant, whose name is specified in the Quran and mathematically coded. See Appendix 2 for the details.","God’s Messenger of the Covenant, as prophesied in the Bible’s Malachi 3:1-21
and the Quran’s 3:81, is to purify and unify God’s messages which were delivered by
God’s prophets. Judaism, Christianity, and Islam have been corrupted beyond recogni
tion, and it is the will of Almighty God to restore them and unify them under the
banner of worshiping Him alone. Overwhelming evidence has been provided by God in
support of His Messenger of the Covenant, whose name is specified in the Quran and
mathematically coded. See Appendix 2 for the details.",79,60,"[40.9, 573.948, 479.012, 658.535]","[0.078973, 0.803061, 0.924912, 0.921415]","This major prophecy has now been fulfilled. God's Messenger of the Covenant, as prophesied in this verse and in the Bible's Malachi 3:1-21, Luke 17:22-36, & Matthew 24:27 is to purify and unify God's messages which were delivered by God's prophets. Judaism, Christianity, Islam, Hinduism, Buddhism, etc. have been severely corrupted. It is the will of Almighty God to purify them and unify them under the banner of worshiping Him alone. Overwhelming evidence has been provided by God in support of His Messenger of the Covenant, whose name is incontrovertibly specified in the Quran's mathematical code as ""Rashad Khalifa.""For example, adding the gematrical value of ""Rashad"" (505), plus the value of ""Khalifa"" (725), plus the verse number (81) gives 1311, or 19x69 (see Appendix 2 for the detailed evidence).",False
*,3:86,3,"Clearly, verses 3:82-90 are connected with God’s Messenger of the Covenant. We learn from them that those who reject God’s Messenger of the Covenant are no longer Muslims, since they no longer believe the Quran. The proofs mentioned in 3:86 refer to the Quran’s mathematical code, which was revealed through God’s Messenger of the Covenant. Both 3:86and 3:90 talk about “disbelievingafter believing.”","Clearly, verses 3:82-90 are connected with God’s Messenger of the Covenant. We
learn from them that those who reject God’s Messenger of the Covenant are no longer
Muslims, since they no longer believe the Quran. The proofs mentioned in 3:86 refer to
the Quran’s mathematical code, which was revealed through God’s Messenger of the
Covenant. Both 3:86and 3:90 talk about “disbelievingafter believing.”",80,61,"[39.95, 590.248, 478.406, 655.298]","[0.077138, 0.825868, 0.923742, 0.916885]","Verses 3:82-90 inform us that those who reject God's Messenger of the Covenant are no longer submitters (Muslims), since they no longer believe the Quran. The proofs mentioned in 3:86 refer to the Quran's mathematical code, which was revealed through God's Messenger of the Covenant. Both 3:86 and 3:90 talk about ""disbelieving after believing.""",False
*,3:96,3,"This is an M-initialed sura, and the spelling of “Mecca” as “Becca” causes the occurrence of “M ” to conform to the Quran’s mathematical code. The normal spelling “Mecca” would have increased the frequency of occurrence of “M ” (Appendix 1).","This is an M-initialed sura, and the spelling of “Mecca” as “Becca” causes the
occurrence of “M ” to conform to the Quran’s mathematical code. The normal spelling
“Mecca” would have increased the frequency of occurrence of “M ” (Appendix 1).",81,62,"[41.4, 619.648, 477.852, 657.798]","[0.079938, 0.867004, 0.922672, 0.920383]","This is an M-initialed sura, and this peculiar spelling of ""Mecca"" as ""Becca"" causes the occurrence of ""M"" to conform to the Quran's mathematical code. The normal spelling ""Mecca"" would have increased the frequency of occurrence of ""M"" (Appendix 1).",False
*,3:124-5,3,"Thirty different numbers are mentioned in the Quran. Their total comes to 162146, or 19x8534. This conforms with the Quran’s mathematical miracle.","Thirty different numbers are mentioned in the Quran. Their total comes to
162146, or 19x8534. This conforms with the Quran’s mathematical miracle.",85,66,"[42.6, 601.648, 477.697, 626.598]","[0.082255, 0.841819, 0.922373, 0.876729]",,False
*,3:130,3,"Banks invest, and their net return on investment is almost invariably positive. The profits are passed on to the depositors. Since all parties are happy and no one is victimized, it is perfectly lawful to take interest from the bank (see Footnote 2:275).","Banks invest, and their net return on investment is almost invariably positive.
The profits are passed on to the depositors. Since all parties are happy and no one is
victimized, it is perfectly lawful to take interest from the bank (see Footnote 2:275).",85,66,"[42.35, 627.698, 477.596, 661.061]","[0.081773, 0.878268, 0.922178, 0.924949]","Interest on bank deposits and interest charged on loans are lawful if they are not excessive (5-15%). Banks invest and their profits are passed on to the depositors. Since all parties are happy and no one is victimized, it is perfectly lawful to take interest from the bank (see 2:275).",False
*,3:164,3,"For the exact identity of this messenger, please see Appendix 2.","For the exact identity of this messenger, please see Appendix 2.",90,71,"[39.5, 654.348, 476.912, 664.366]","[0.07627, 0.915556, 0.920857, 0.929573]",,False
*,3:169,3,Satan has abused this verse to dupe millions of people into setting up their prophets and saints (dead and powerless human creatures) as idols besides the Al mighty Creator. Please see Appendix 2 regarding the current status of God’s prophets.,"Satan has abused this verse to dupe millions of people into setting up their
prophets and saints (dead and powerless human creatures) as idols besides the Al
mighty Creator. Please see Appendix 2 regarding the current status of God’s prophets.",91,72,"[40.2, 628.548, 480.7, 666.797]","[0.077621, 0.879457, 0.928171, 0.932975]","We learn from the Quran that the righteous do not really die; they simply leave their worldly bodies and go directly to the same Paradise where Adam and Eve once lived (2:154, 8:24, 16:32, 22:58, 44:56, & 36:26-27; see also Appendix 17).",False
*,3:183,3,"For the exact identity of this messenger, please see Appendix Two.","For the exact identity of this messenger, please see Appendix Two.",93,74,"[39.95, 622.298, 476.98, 635.098]","[0.077138, 0.870712, 0.920989, 0.888622]",,False
*,3:186,3,"After passing the admission tests, the proven worshipers of God ALONE enjoy a perfect life, nowand forever. See 10:62, 24:55, and 29:2-3.","After passing the admission tests, the proven worshipers of God ALONE enjoy a
perfect life, nowand forever. See 10:62, 24:55, and 29:2-3.",93,74,"[39.95, 635.098, 476.98, 660.698]","[0.077138, 0.888622, 0.920989, 0.924441]","After passing the admission tests, the proven worshipers of God ALONE enjoy a perfect life, now and forever. See 10:62, 24:55, and 29:2-3.",False
